Ice Cream Man,tt0113376,84,English,USA,09 May 1995,release_countrytt0113376,budget,Comedy| Horror| Thriller,1995,1910,Paul Norman,338,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Garm Wars: The Last Druid,tt2504640,102,English,Canada| Japan,02 Oct 2015,release_countrytt2504640,budget,Action| Sci-Fi| Thriller,2014,976,Mamoru Oshii,7402,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Loose Cannons,tt0100053,94,English,USA,09 Feb 1990,release_countrytt0100053,budget,Action| Comedy| Crime,1990,3740,Bob Clark,134493,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,TriStar Pictures,5
Last Girl Standing,tt4520340,91,English| Spanish,USA,17 Oct 2015,release_countrytt4520340,budget,Drama| Horror,2015,789,Benjamin R. Moody,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Blankman,tt0109288,92,English,USA,19 Aug 1994,release_countrytt0109288,budget,Comedy| Action| Crime,1994,7044,Mike Binder,406,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Home Entertainment,5
The Snare,tt2935390,90,English,UK,06 Jan 2017,release_countrytt2935390,budget,Horror| Thriller,2017,3818,C.A. Cooper,4687,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Bohemian Pictures,5
All Through the House,tt4278962,88,English,USA,31 Oct 2015,release_countrytt4278962,budget,Horror,2015,1346,Todd Nunes,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,The Readmond Company,5
A 2nd Chance,tt2150139,90,English,Australia,01 Sep 2015,release_countrytt2150139,budget,Drama| Family| Sport,2011,500,Clay Glen,1631,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,WARNER BROTHERS PICTURES,5
By the Gun,tt2543702,110,English,USA,05 Dec 2014,release_countrytt2543702,budget,Crime| Drama| Thriller,2014,2330,James Mottern,525,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Millennium Entertainment,5
The Hollow,tt3827684,128,English,USA,07 Oct 2016,release_countrytt3827684,budget,Crime| Drama| Mystery,2016,556,Miles Doleac,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Historia Films,5
Lost After Dark,tt3397556,89,English,Canada,21 Aug 2015,release_countrytt3397556,budget,Horror,2015,1426,Ian Kessner,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
A Glimpse Inside the Mind of Charles Swan III,tt2044729,86,English| Russian| Spanish,USA,14 Mar 2013,release_countrytt2044729,budget,Comedy,2012,4287,Roman Coppola,1020,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Swan Design Studios,5
Always Watching: A Marble Hornets Story,tt2737926,92,English,USA,07 Apr 2015,release_countrytt2737926,budget,Horror,2015,2042,James Moran,1019,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Gravitas Ventures,5
Black Mountain Side,tt3139756,99,English,Canada,26 Jan 2016,release_countrytt3139756,budget,Horror| Thriller,2014,1348,Nick Szostakiwskyj,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,A Farewell To Kings Entertainment Company,5
Kull the Conqueror,tt0119484,95,English,USA,29 Aug 1997,release_countrytt0119484,budget,Fantasy| Action| Adventure,1997,6889,John Nicolella,22,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Universal Pictures,5
Bed of the Dead,tt4730706,88,English,Canada,03 Dec 2016,release_countrytt4730706,budget,Horror,2016,278,Jeff Maher,583,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Black Fawn Films,5
Labor Pains,tt1231287,89,English,USA,19 Jun 2009,release_countrytt1231287,budget,Comedy| Romance,2009,9391,Lara Shapiro,26,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Labor Productions Inc.,5
Dark Touch,tt2328549,90,English,France| Ireland| Sweden,19 Mar 2014,release_countrytt2328549,budget,Horror,2013,3598,Marina de Van,2812,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Midnight,5
The Return,tt0433442,85,English,USA,10 Nov 2006,release_countrytt0433442,budget,Horror| Mystery| Thriller,2006,10330,Asif Kapadia,3496,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Focus Features,5
The Seeker: The Dark Is Rising,tt0484562,99,English,USA,05 Oct 2007,release_countrytt0484562,budget,Adventure| Drama| Family,2007,13689,David L. Cunningham,398,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,E1 Entertainment,5
The Dead Room,tt3952108,80,English,New Zealand,08 Apr 2016,release_countrytt3952108,budget,Horror| Thriller,2015,2265,Jason Stutter,28,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Descent,tt0463027,104,English| Spanish,USA,26 Apr 2007,release_countrytt0463027,budget,Drama| Thriller,2007,2682,Talia Lugacy,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,City Lights Pictures,5
The Nymphets,tt2462580,75,English,USA,14 Mar 2015,release_countrytt2462580,budget,Drama,2015,112,Gary Gardner,5361,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Yosemite,tt2992000,80,English,France,01 Jan 2016,release_countrytt2992000,budget,Drama,2015,592,Gabrielle Demeestere,1,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
David and Goliath,tt3962210,92,English,USA,13 Mar 2015,release_countrytt3962210,budget,Action| Adventure| Drama,2015,1532,Timothy A. Chey,15461,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,RiverRain Productions,5
A Haunting at Silver Falls,tt1813609,96,English,USA,28 May 2013,release_countrytt1813609,budget,Horror| Thriller,2013,2346,Brett Donowho,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Inception Media Group,5
Monolith,tt4711924,83,English,Italy,12 Aug 2017,release_countrytt4711924,budget,Drama| Thriller,2016,736,Ivan Silvestrini,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Land of Smiles,tt3421124,90,English,USA| Austria| Thailand,01 Jan 2018,release_countrytt3421124,budget,Adventure| Horror| Thriller,2017,746,Bradley Stryker,60,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
The Outsider,tt2198241,94,English,USA,11 Mar 2014,release_countrytt2198241,budget,Action| Crime| Drama,2014,2209,Brian A Miller,1635,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,RLJ Entertainment/Image Entertainment,5
Jack and the Beanstalk,tt1079968,94,English,USA,06 Nov 2009,release_countrytt1079968,budget,Adventure| Comedy| Family,2009,1385,Gary J. Tunnicliffe,39,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Avalon Family Entertainment,5
Flood,tt0790665,110,English,UK| South Africa| Canada,24 Aug 2007,release_countrytt0790665,budget,Action| Drama| Thriller,2007,5511,Tony Mitchell,4695,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,RHI Entertainment,5
Don*t Blink,tt1572306,92,English,USA,18 Sep 2014,release_countrytt1572306,budget,Horror| Mystery| Thriller,2014,4376,Travis Oates,37,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Independent,5
The Call Up,tt3923388,90,English,UK,24 Jun 2016,release_countrytt3923388,budget,Action| Sci-Fi,2016,2714,Charles Barker,3269,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Stigma Films,5
Boys,tt0115742,86,English| Spanish,USA,10 May 1996,release_countrytt0115742,budget,Mystery| Drama| Romance,1996,3132,Stacy Cochran,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Touchstone Pictures,5
Ra.One,tt1562871,156,Hindi| Tamil| Telugu| Chinese| English| Telugu,USA| India,26 Oct 2011,release_countrytt1562871,budget,Action| Adventure| Sci-Fi,2011,33303,Anubhav Sinha,26859,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Eros Entertainment,5
The Facility,tt1650044,80,English,UK,23 Jun 2012,release_countrytt1650044,budget,Horror,2012,1593,Ian Clark,7256,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Tribeca Films,5
8,tt0493101,100,French| English,France,01 Oct 2009,release_countrytt0493101,budget,Drama,2008,755,Jane Campion| Gael García Bernal| Jan Kounen| Mira Nair| Gaspar Noé| Abderrahmane Sissako| Gus Van Sant| Wim Wenders,3155544,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Walled In,tt1104006,91,English,USA| France| Canada,19 Jun 2009,release_countrytt1104006,budget,Horror| Thriller,2009,5103,Gilles Paquet-Brenner,34,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Anchor Bay Entertainment,5
The Willies,tt0103268,92,English,USA,27 Dec 1990,release_countrytt0103268,budget,Horror| Comedy,1990,1147,Brian Peck,200,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Prism Entertainment,5
I Want Your Love,tt1995329,71,English,USA,01 May 2013,release_countrytt1995329,budget,Drama| Romance,2012,981,Travis Mathews,961,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
The Awakening of Gabriella,tt0208697,93,English,USA,11 Mar 2002,release_countrytt0208697,budget,Drama,1999,273,Carlton McRae,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Alien Outpost,tt2474972,90,English,UK| South Africa,30 Jan 2015,release_countrytt2474972,budget,Action| Sci-Fi| Thriller,2014,5629,Jabbar Raisani,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Altitude Film Entertainment,5
Father Hood,tt0106877,95,English,USA,27 Aug 1993,release_countrytt0106877,budget,Comedy,1993,2425,Darrell Roodt,415,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Buena Vista,5
Shared Rooms,tt5106400,75,English,USA,14 May 2016,release_countrytt5106400,budget,Comedy| Drama| Romance,2016,220,Rob Williams,12366,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Fear of Silent Hill,tt5466514,48,English| English,Denmark,21 Feb 2016,release_countrytt5466514,budget,Horror,2016,27,Svetlana Merlov Pittman,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,6
Fox Trap,tt3949996,97,English,UK,10 Jul 2017,release_countrytt3949996,budget,Horror,2016,32,Jamie Weston,1209,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Mask Maker,tt1577055,90,English,USA,12 Apr 2011,release_countrytt1577055,budget,Horror,2011,1543,Griff Furst,1211,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,XXX Filmproduktion GmBH & Co. KG,5
Now Add Honey,tt2577854,100,English,Australia,05 Nov 2015,release_countrytt2577854,budget,Comedy,2015,545,Wayne Hope,21907,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
While She Was Out,tt0887971,86,English| Spanish| Chinese,USA| Canada| Germany,26 Mar 2009,release_countrytt0887971,budget,Crime| Drama| Thriller,2008,5624,Susan Montford,72,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Anchor Bay Entertainment,5
Mantervention,tt2318268,98,English,USA,01 Aug 2014,release_countrytt2318268,budget,Comedy,2014,717,Stuart Acher,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Stripper: Natasha Kizmet,tt1496410,86,English| Russian,USA,01 Jul 2011,release_countrytt1496410,budget,Comedy,2009,92,Michael Drumm,34431,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Best of the Best 3: No Turning Back,tt0112483,90,English,USA,17 May 1995,release_countrytt0112483,budget,Action| Crime| Drama,1995,1605,Phillip Rhee,10533,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Miramax,5
Stash House,tt1919090,99,English,USA,11 May 2012,release_countrytt1919090,budget,Thriller,2012,2281,Eduardo Rodriguez,67111,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,After Dark Films/Independent Pictures,5
1 Chance 2 Dance,tt2388856,89,English,USA,21 Jan 2014,release_countrytt2388856,budget,Drama| Family,2014,358,Adam Deyoe,11,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,WARNER BROTHERS PICTURES,5
Bloodsport 2,tt0112536,90,English,USA,01 Mar 1996,release_countrytt0112536,budget,Action| Sport,1996,2504,Alan Mehrez,20,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,FM Entertainment,5
Tactical Force,tt1458915,91,English,Canada,09 Aug 2011,release_countrytt1458915,budget,Action| Comedy| Crime,2011,5080,Adamo P. Cultraro,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Nasser Group North,5
Made in America,tt2366572,93,English| Spanish,USA,11 Jul 2014,release_countrytt2366572,budget,Documentary| Music,2013,507,Ron Howard,637198,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Phase 4 Films,5
V.I. Warshawski,tt0103184,89,English,USA,26 Jul 1991,release_countrytt0103184,budget,Action| Comedy| Crime,1991,4126,Jeff Kanew,51,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Hollywood Pictures,5
Buddy,tt0118787,84,English,USA,06 Jun 1997,release_countrytt0118787,budget,Adventure| Comedy| Drama,1997,2204,Caroline Thompson,320,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Home Entertainment,5
Repentance,tt2012665,90,English,USA,25 Sep 2014,release_countrytt2012665,budget,Drama| Horror| Thriller,2013,1956,Philippe Caland,24395,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lionsgate,5
The Alchemist Cookbook,tt5128826,82,English,USA,07 Oct 2016,release_countrytt5128826,budget,Drama| Horror,2016,596,Joel Potrykus,206,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Oscilloscope Laboratories,5
Summer Lover,tt0937373,88,English,Ukraine,05 Mar 2008,release_countrytt0937373,budget,Drama| Romance,2008,1310,Robert Crombie,18,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Phase 4 Films,5
Mischief Night,tt1763256,88,English,USA,20 May 2014,release_countrytt1763256,budget,Horror,2014,646,Travis Baker,13741,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,SpectiCast,5
Rage,tt1234550,98,English,UK| USA,09 Nov 2009,release_countrytt1234550,budget,Drama,2009,909,Sally Potter,5597,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Adventure Pictures,5
Affluenza,tt1906384,85,English,USA,11 Jul 2014,release_countrytt1906384,budget,Drama,2014,613,Kevin Asch,2,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,FilmBuff,5
Scent,tt4089412,62,English,USA,01 May 2015,release_countrytt4089412,budget,Horror,2015,48,N/A,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Hellbound,tt0107101,95,English| Italian,USA,18 Mar 1994,release_countrytt0107101,budget,Action| Fantasy| Horror,1994,2486,Aaron Norris,1763,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Home Video,5
Crawlspace,tt1890375,86,English,Australia,12 Nov 2012,release_countrytt1890375,budget,Horror| Mystery| Sci-Fi,2012,2523,Justin Dix,1370,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,5
Brownian Movement,tt1529240,97,English| French| Serbo-Croatian,Netherlands,24 Mar 2011,release_countrytt1529240,budget,Drama| Romance,2010,819,Nanouk Leopold,51,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Days and Nights,tt2359381,92,English,USA,09 Apr 2015,release_countrytt2359381,budget,Comedy| Drama,2014,774,Christian Camargo,3008,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,5
Tormented,tt2726270,83,English,Canada,27 Jan 2016,release_countrytt2726270,budget,Horror| Thriller,2014,1226,Audrey Cummings,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,A71 Entertainment,5
Minor Details,tt1230126,86,English,USA,05 Feb 2009,release_countrytt1230126,budget,Adventure| Family| Mystery,2009,687,John Lyde,35,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Bota Productions,5
*Til There Was You,tt0118523,113,English,USA,30 May 1997,release_countrytt0118523,budget,Romance| Comedy,1997,2417,Scott Winant,54,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Pictures,5
Dance-Off,tt3024964,95,English,USA,07 Oct 2014,release_countrytt3024964,budget,Comedy| Music| Romance,2014,511,Alex Di Marco,582,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Freestyle Digital Media,5
Innocent Lies,tt0113249,88,English| French| German,UK| France,30 Jun 1995,release_countrytt0113249,budget,Drama| Mystery| Thriller,1995,668,Patrick Dewolf,10,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
N.O.L.A Circus,tt3349550,86,English| English,USA| France,25 Apr 2017,release_countrytt3349550,budget,Comedy,2015,67,Luc Annest,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Xlrator Media,5
Macbeth,tt0434541,109,English,Australia,21 Sep 2006,release_countrytt0434541,budget,Crime| Drama| Fantasy,2006,1972,Geoffrey Wright,71,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Emerging Picrtures,5
Me and My Mates vs. The Zombie Apocalypse,tt2846938,90,English,Australia,03 Aug 2015,release_countrytt2846938,budget,Comedy| Horror,2015,347,Declan Shrubb,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Winter of Frozen Dreams,tt0960098,92,English,USA,03 Apr 2009,release_countrytt0960098,budget,Crime| Drama,2009,624,Eric Mandelbaum,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Monterey Media Inc.,5
Growth,tt1300159,90,English,USA,07 Sep 2010,release_countrytt1300159,budget,Horror| Sci-Fi,2010,3434,Gabriel Cowan,109,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,STARZ MEDIA LLC.,5
Break-Up Nightmare,tt5460118,90,English,USA,13 Aug 2017,release_countrytt5460118,budget,Drama| Thriller,2016,283,Mark Quod,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Once Fallen,tt1087524,93,English,USA,24 Apr 2010,release_countrytt1087524,budget,Crime,2010,1082,Ash Adams,10698,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,First Look Studios,5
Being Venice,tt2012110,89,English,Australia,N/A,release_countrytt2012110,budget,Drama| Romance,2012,56,Miro Bilbrough,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Vendetta,tt3746298,90,English,USA,12 Jun 2015,release_countrytt3746298,budget,Action| Drama,2015,2121,Jen Soska| Sylvia Soska,79,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lionsgate,5
Ghost Machine,tt1286147,100,English,UK,12 Apr 2010,release_countrytt1286147,budget,Action| Sci-Fi| Thriller,2009,1639,Chris Hartwill,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Anchor Bay Entertainment,5
Grace: The Possession,tt3068192,87,English,USA| Canada,21 Oct 2014,release_countrytt3068192,budget,Horror| Thriller,2014,1975,Jeff Chan,153201,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Home Entertainment,5
Resurrection County,tt1297943,95,English,USA,19 Oct 2011,release_countrytt1297943,budget,Horror| Thriller,2008,491,Matt Zettell,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Progeny,tt0167350,98,English,USA,30 Mar 1999,release_countrytt0167350,budget,Horror| Sci-Fi| Thriller,1998,1186,Brian Yuzna,1278,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sterling Entertainment,5
The Big Ask,tt2327541,91,English,USA,20 May 2014,release_countrytt2327541,budget,Comedy| Drama,2013,526,Thomas Beatty| Rebecca Fishman,127,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Tribeca Films,5
Aaron*s Blood,tt3898776,80,English,USA,02 Jun 2017,release_countrytt3898776,budget,Drama| Horror| Mystery,2016,192,Tommy Stovall,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Brain Drain,tt1272013,104,Spanish| English| German,Spain,24 Apr 2009,release_countrytt1272013,budget,Comedy| Romance,2009,1445,Fernando González Molina,670,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Ghost of New Orleans,tt1493815,98,English,USA,08 Jan 2011,release_countrytt1493815,budget,Crime| Drama| Thriller,2011,626,Predrag Antonijevic,40,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,SP Releasing,5
Black Scorpion,tt0112519,92,English,USA,22 Aug 1995,release_countrytt0112519,budget,Action| Crime| Sci-Fi,1995,868,Jonathan Winfrey,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,New Horizons Picture Corp.,5
Lucky 13,tt0222167,95,English,USA,N/A,release_countrytt0222167,budget,Comedy| Romance,2005,958,Chris Hall,4100,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MGM Home Entertainment,5
1915,tt3781762,82,English,USA,23 Apr 2015,release_countrytt3781762,budget,Drama,2015,4338,Garin Hovannisian| Alec Mouhibian,19107,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Bloodvine Media,5
The Wedding Party,tt1465496,97,English,Australia,22 Jul 2010,release_countrytt1465496,budget,Comedy| Drama,2010,431,Amanda Jane,19506,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Americano,tt3181400,98,English| Spanish,Mexico| USA,13 Jun 2017,release_countrytt3181400,budget,Animation| Action| Adventure,2016,120,Ricardo Arnaiz| Mike Kunkel| Raul Garcia,22684,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
The Cottage,tt1977941,88,English,USA,12 Oct 2012,release_countrytt1977941,budget,Thriller,2012,935,Chris Jaymes,20,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Entertainment One,5
The Maddening,tt0113732,95,English,USA,18 Jun 1996,release_countrytt0113732,budget,Thriller,1995,564,Danny Huston,1974,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Trimark,5
Club Wild Side 2,tt0188509,99,English,USA,06 Dec 1999,release_countrytt0188509,budget,Drama,1998,168,Lawrence Lanoff,1635,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Pig Hunt,tt1022883,99,English,USA,31 Jul 2008,release_countrytt1022883,budget,Action| Horror| Thriller,2008,2240,James Isaac,2014,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Phase 4 Films,5
Gypsy Eyes,tt0104380,87,Slovenian| English,Slovenia,N/A,release_countrytt0104380,budget,Action| Drama| Romance,1992,187,Vinci Vogue Anzlovar,52,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Incovent,5
Curse of the Witching Tree,tt3796936,102,English,UK,07 Sep 2016,release_countrytt3796936,budget,Horror,2015,1430,James Crow,1320499,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Dawn Rider,tt2014202,94,English,Canada,29 May 2012,release_countrytt2014202,budget,Western,2012,1690,Terry Miles,3604,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Nasser Group Inc.,5
The Hard Truth,tt0109986,100,English,USA,23 Nov 1994,release_countrytt0109986,budget,Action| Crime| Romance,1994,212,Kristine Peterson,178,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Live Home Video,5
