movie_title,imdb_id,duration,language,country,release_date,release_country,budget,genres,title_year,num_voted_users,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,actor_4_name,actor_4_facebook_likes,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,production,imdb_score
Dog Gone,tt0969250,108,English,USA,28 Feb 2008,release_countrytt0969250,budget,Comedy| Family| Fantasy,2008,584,Mark Stouffer,1214,null,8530,null,8530,null,8530,null,8530,98904,168,15,Screen Media,5
The Nurse,tt0117217,94,English,USA| Germany,17 Jun 1997,release_countrytt0117217,budget,Drama| Horror| Thriller,1997,441,Robert Malenfant,0,null,8530,null,8530,null,8530,null,8530,132237,1621,47,Warner Elektra Atlantic,5
Teresa*s Tattoo,tt0111397,88,English,USA,06 Apr 1995,release_countrytt0111397,budget,Comedy| Crime,1994,326,Julie Cypher,66,null,8530,null,8530,null,8530,null,8530,8145,15,1,Trimark,5
24 Hours Movie,tt3773506,90,English,USA,25 Jul 2014,release_countrytt3773506,budget,Drama,2014,26,Jarrell Crump,0,null,8530,null,8530,null,8530,null,8530,5873,49,1,Alyze Elyse Films,5
The New Swiss Family Robinson,tt0130142,90,English,USA,10 Jan 1999,release_countrytt0130142,budget,Adventure,1998,620,Stewart Raffill,205,null,8530,null,8530,null,8530,null,8530,0,0,0,Total Films,5
Alpha Alert,tt2363181,84,English,UK| USA,17 Jun 2014,release_countrytt2363181,budget,Thriller,2013,1026,Matthew Thompson,405,null,8530,null,8530,null,8530,null,8530,0,0,0,LionsGate Entertainment,5
Mother*s Milk,tt2224506,94,English,USA,21 Sep 2013,release_countrytt2224506,budget,Drama| Thriller,2013,155,Edward Pionke,0,null,8530,null,8530,null,8530,null,8530,73105,23,23,Monarch Home Entertainment,5
Shelter,tt2254131,97,English,USA,21 Apr 2015,release_countrytt2254131,budget,Drama| Sci-Fi| Thriller,2015,372,Wrion Bowling| Adam C. Caudill,0,null,8530,null,8530,null,8530,null,8530,3367181,25472,437,Screen Media Films,5
Joey,tt0119415,96,English,Australia,26 Dec 1997,release_countrytt0119415,budget,Family| Adventure| Comedy,1997,430,Ian Barry,3381,null,8530,null,8530,null,8530,null,8530,4058199,64443,6001,MGM Home Entertainment,5
Flogging Margaret,tt0806073,98,English,USA,05 Feb 2008,release_countrytt0806073,budget,Comedy,2008,259,Oliver Assiran,0,null,8530,null,8530,null,8530,null,8530,13576,3,1,N/A,5
Everlasting Love,tt4077768,69,Chinese| English| Spanish,Spain,25 Apr 2015,release_countrytt4077768,budget,Drama| Mystery| Romance,2014,218,Marçal Forés,0,null,8530,null,8530,null,8530,null,8530,404116,1280,69,N/A,5
Close Enough to Touch,tt0268229,87,English,USA,14 Sep 2002,release_countrytt0268229,budget,Drama,2002,189,Jamie Scabbert,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Silencers,tt0117651,103,English,USA,01 Apr 1997,release_countrytt0117651,budget,Action| Sci-Fi,1996,368,Richard Pepin,17,null,8530,null,8530,null,8530,null,8530,55548,136,11,PM Home Video,5
Streets of East L.A.,tt4975904,81,English,USA,21 Mar 2016,release_countrytt4975904,budget,Action| Crime| Drama,2016,20,Damian Chapa,9299,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Legend of Lucy Keyes,tt0428765,93,English,USA,03 Feb 2006,release_countrytt0428765,budget,Drama| Thriller,2005,1294,John Stimpson,0,null,8530,null,8530,null,8530,null,8530,50706,24,5,Brainstorm Media,5
3-Day Weekend,tt1137994,84,English,USA,08 Aug 2008,release_countrytt1137994,budget,Drama| Romance,2008,769,Rob Williams,12366,null,8530,null,8530,null,8530,null,8530,0,0,0,Guest House Films,5
Christmas Ranch,tt4959876,82,English| English,USA,08 Dec 2016,release_countrytt4959876,budget,Drama,2016,76,Douglas B. Maddox,1,null,8530,null,8530,null,8530,null,8530,1081,4,0,N/A,5
The Breakup Girl,tt2282737,90,English,USA,10 Jul 2015,release_countrytt2282737,budget,Comedy| Drama,2015,113,Stacy Sherman,5,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
A Bit of Bad Luck,tt2406306,86,English,USA,N/A,release_countrytt2406306,budget,Comedy| Drama| Thriller,2014,211,John Fuhrman,83,null,8530,null,8530,null,8530,null,8530,30665,88,4,Indican Pictures,5
The Moment After,tt0240732,89,English,USA,04 Jul 1999,release_countrytt0240732,budget,Drama| Sci-Fi| Thriller,1999,467,Wes Llewellyn,0,null,8530,null,8530,null,8530,null,8530,23505,27,9,Signal Hill Pictures,5
The Beacon,tt1190910,94,English,USA,13 Sep 2011,release_countrytt1190910,budget,Action| Fantasy| Horror,2009,921,Michael Stokes,1050433,null,8530,null,8530,null,8530,null,8530,12294,465,4,Beacon The Movie LLC.,5
Judas Ghost,tt2338027,75,English,UK,10 Nov 2013,release_countrytt2338027,budget,Fantasy| Horror,2013,365,Simon Pearce,29513,null,8530,null,8530,null,8530,null,8530,70176,126,23,N/A,5
Order of Chaos,tt1159721,90,English,USA,12 Feb 2010,release_countrytt1159721,budget,Thriller,2010,1320,Vince Vieluf,664,null,8530,null,8530,null,8530,null,8530,186493,66,35,Cinema Epoch,5
Sensual Friends,tt0214106,93,English,USA,03 Feb 2001,release_countrytt0214106,budget,Drama,2001,106,Jay Madison,308,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Entrance,tt1918806,83,English,USA,18 May 2012,release_countrytt1918806,budget,Drama| Horror| Thriller,2012,793,Dallas Richard Hallam(co-director)| Patrick Horvath(co-director),0,null,8530,null,8530,null,8530,null,8530,339494,1071,21,IFC Midnight,5
Beyond,tt1800671,90,English,USA,28 May 2012,release_countrytt1800671,budget,Thriller,2012,1127,Josef Rusnak,29,null,8530,null,8530,null,8530,null,8530,2590549,10244,287,N/A,5
Eternal,tt0382019,107,English,Canada,08 Jul 2005,release_countrytt0382019,budget,Horror| Mystery| Thriller,2004,1182,Wilhelm Liebenberg| Federico Sanchez,5611,null,8530,null,8530,null,8530,null,8530,5223346,54058,986,Regent Releasing,5
Loved,tt0119581,109,English,USA,31 Oct 1997,release_countrytt0119581,budget,Drama| Thriller,1997,481,Erin Dignam,0,null,8530,null,8530,null,8530,null,8530,5989928,24127,1880,Crosslight,5
Art House,tt0126787,93,English,USA,N/A,release_countrytt0126787,budget,Comedy| Drama,1998,235,Leigh Scott,2021,null,8530,null,8530,null,8530,null,8530,2985,15,1,Negative Entropy Productions,5
Two-Bit Waltz,tt2570224,81,English,USA,19 Apr 2014,release_countrytt2570224,budget,Comedy| Drama| Family,2014,340,Clara Mamet,108,null,8530,null,8530,null,8530,null,8530,45497,173,19,Monterey Media,5
Diary of Lust,tt0233569,84,English,USA,14 Mar 2000,release_countrytt0233569,budget,Drama| Romance,2000,95,Madison Monroe,9036,null,8530,null,8530,null,8530,null,8530,83053,24,9,Surrender Cinema,5
Suing the Devil,tt1615075,97,English,USA| Australia,26 Aug 2011,release_countrytt1615075,budget,Comedy| Drama,2011,3584,Timothy A. Chey,15461,null,8530,null,8530,null,8530,null,8530,5114,16,0,RiverRain,5
Trauma,tt0363143,93,English,UK,17 Sep 2004,release_countrytt0363143,budget,Drama| Horror| Mystery,2004,3016,Marc Evans,71915,null,8530,null,8530,null,8530,null,8530,7009,408,1,20th Century Fox,5
LOL,tt0462392,81,English,USA,13 Mar 2006,release_countrytt0462392,budget,Comedy| Drama,2006,787,Joe Swanberg,1536,null,8530,null,8530,null,8530,null,8530,3339317,14436,1808,Benten Films,5
The Drift,tt2294855,101,English,UK,06 Dec 2014,release_countrytt2294855,budget,Horror| Sci-Fi,2014,88,Darren Scales,52,null,8530,null,8530,null,8530,null,8530,682,0,0,N/A,5
Eve of Destruction,tt0101831,99,English,USA,18 Jan 1991,release_countrytt0101831,budget,Action| Sci-Fi| Thriller,1991,1650,Duncan Gibbins,19,null,8530,null,8530,null,8530,null,8530,2012,45,1,Nelson Entertainment,5
Going Greek,tt0263386,90,English,USA,04 Aug 2001,release_countrytt0263386,budget,Comedy| Drama| Romance,2001,1254,Justin Zackham,130,null,8530,null,8530,null,8530,null,8530,661,0,2,Hart Sharp Video,5
The Dark Mist,tt0116916,101,English,USA,N/A,release_countrytt0116916,budget,Fantasy| Action| Adventure,1996,106,Ryan Carroll,402,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Con Artist,tt1401607,84,English,Canada,25 Nov 2010,release_countrytt1401607,budget,Comedy,2010,827,Risa Bramon Garcia,2172,null,8530,null,8530,null,8530,null,8530,114992,197,2,Entertainment One,5
A Thousand Kisses Deep,tt1565069,84,English,UK| USA,15 Jun 2012,release_countrytt1565069,budget,Romance| Sci-Fi| Thriller,2011,354,Dana Lustig,0,null,8530,null,8530,null,8530,null,8530,102331,69,9,Tomori Films,5
The Stone Council,tt0447619,102,French| English,France| Italy| Germany,15 Nov 2006,release_countrytt0447619,budget,Adventure| Crime| Drama,2006,2028,Guillaume Nicloux,4965,null,8530,null,8530,null,8530,null,8530,0,0,0,Filmauro,5
The Honeymoon,tt1478849,79,English,Canada,30 Nov 2014,release_countrytt1478849,budget,Thriller,2014,20,Rob Rowatt,0,null,8530,null,8530,null,8530,null,8530,7169,28,0,Magnolia Pictures/Magnet Releasing,5
Bandaged,tt1434925,92,English,Germany| USA| France,19 Nov 2009,release_countrytt1434925,budget,Mystery| Romance| Thriller,2009,318,Maria Beatty,830,null,8530,null,8530,null,8530,null,8530,27722,10,1,Bleu Productions,5
A Smile Like Yours,tt0120151,98,English,USA,22 Aug 1997,release_countrytt0120151,budget,Comedy| Romance,1997,1232,Keith Samples,23,null,8530,null,8530,null,8530,null,8530,13296,23,0,N/A,5
The Lost Samaritan,tt1118519,95,English,Germany,05 May 2009,release_countrytt1118519,budget,Action| Thriller,2008,757,Thomas Jahn,304,null,8530,null,8530,null,8530,null,8530,0,0,0,Well Go USA| Inc.,5
Hell Town,tt3460278,89,English,USA,23 Apr 2015,release_countrytt3460278,budget,Comedy| Horror| Thriller,2015,60,Steve Balderson| Elizabeth Spear,3615,null,8530,null,8530,null,8530,null,8530,4507,7,0,N/A,5
Trigger Man,tt0814365,80,English,USA,17 Oct 2007,release_countrytt0814365,budget,Drama| Thriller,2007,628,Ti West,3506,null,8530,null,8530,null,8530,null,8530,45922,21,21,Glass Eye Pix,5
Disco ormene,tt1087841,75,Danish| English,Denmark| Germany,10 Oct 2008,release_countrytt1087841,budget,Animation| Comedy| Family,2008,677,Thomas Borch Nielsen,0,null,8530,null,8530,null,8530,null,8530,0,0,0,Crone Film Produktion A/S,5
Deadly Sanctuary,tt3447876,100,English,USA,17 Feb 2017,release_countrytt3447876,budget,Family| Mystery| Thriller,2017,92,Nancy Criss,1422,null,8530,null,8530,null,8530,null,8530,28264,62,12,N/A,5
Instinct to Kill,tt0291265,90,English,USA,01 Oct 2001,release_countrytt0291265,budget,Action| Thriller,2001,555,Gustavo Graef-Marino,1,null,8530,null,8530,null,8530,null,8530,17755,12,0,N/A,5
A Sunday Kind of Love,tt3611112,93,English,Canada,18 Nov 2016,release_countrytt3611112,budget,Drama| Fantasy| Romance,2015,109,Geordie Sabbagh,0,null,8530,null,8530,null,8530,null,8530,47731,28,7,Indiecan Entertainment,5
The Castle Project,tt2547650,86,English,USA| France| Italy,01 Oct 2013,release_countrytt2547650,budget,Documentary| History| Horror,2013,47,Brian Higgins,8979,null,8530,null,8530,null,8530,null,8530,4413,3,1,Cinema Libre Studio,5
Robo Warriors,tt0117497,93,English,USA,01 Oct 1996,release_countrytt0117497,budget,Action| Adventure| Sci-Fi,1996,322,Ian Barry,3381,null,8530,null,8530,null,8530,null,8530,0,0,0,Premiere Entertainment Productions,5
Cheech & Chong*s Animated Movie,tt1340803,84,English,USA,18 Mar 2013,release_countrytt1340803,budget,Animation| Comedy,2013,696,Branden Chambers| Eric D. Chambers,0,null,8530,null,8530,null,8530,null,8530,530444,2000,123,Fox,5
Silent Partner,tt0457475,96,English| Russian,Russia| USA,26 May 2005,release_countrytt0457475,budget,Action| Crime,2005,630,James D. Deck,117,null,8530,null,8530,null,8530,null,8530,115457,33,15,Andrew Stevens Entertainment,5
After,tt1147681,99,English,USA,08 Aug 2014,release_countrytt1147681,budget,Drama| Mystery,2014,122,Pieter Gaspersz,8,null,8530,null,8530,null,8530,null,8530,766644,8312,281,Paladin/Accretion Films,5
Return to the Hiding Place,tt1691153,102,English,USA,23 May 2014,release_countrytt1691153,budget,Drama| History| Thriller,2013,611,Peter C. Spencer| Josiah Spencer(co-director),423,null,8530,null,8530,null,8530,null,8530,44244,169,3,Hammond Entertainment,5
Mansion of Blood,tt1929310,98,English,USA,15 Jul 2015,release_countrytt1929310,budget,Horror,2015,49,Mike Donahue,2413,null,8530,null,8530,null,8530,null,8530,7941,24,5,Elusive Entertainment,6
Angelfist,tt0106280,80,English,USA,12 May 1993,release_countrytt0106280,budget,Action| Thriller,1993,272,Cirio H. Santiago,275,null,8530,null,8530,null,8530,null,8530,0,0,0,Concorde Pictures,5
Vipers,tt0198009,92,English,USA,N/A,release_countrytt0198009,budget,N/A,1998,119,Eric Gibson,562,null,8530,null,8530,null,8530,null,8530,23430,413,16,N/A,5
Santa*s Boot Camp,tt2331053,93,English,USA,15 Nov 2016,release_countrytt2331053,budget,Adventure| Comedy| Family,2016,52,Ken Feinberg,37,null,8530,null,8530,null,8530,null,8530,28339,40,9,Creative Studios of Atlanta,5
Der Skipper,tt0100633,98,German| English,West Germany,05 Apr 1990,release_countrytt0100633,budget,Adventure| Drama| Thriller,1990,639,Peter Keglevic,8,null,8530,null,8530,null,8530,null,8530,0,0,0,MCA Universal Home Video,5
Skinner,tt0114466,90,English,USA,12 Jul 1995,release_countrytt0114466,budget,Horror,1993,381,Ivan Nagy,549,null,8530,null,8530,null,8530,null,8530,16279,138,1,A-Pix,5
The Night Visitor,tt2797642,91,English,USA,22 Sep 2015,release_countrytt2797642,budget,Horror| Sci-Fi| Thriller,2013,65,Jennifer Blanc-Biehn,1835,null,8530,null,8530,null,8530,null,8530,27208,69,0,N/A,5
Roundabout American,tt2049633,86,English,USA,23 Sep 2014,release_countrytt2049633,budget,Comedy| Romance,2012,109,Boris Wexler,50,null,8530,null,8530,null,8530,null,8530,41540,44,9,Reality Films,5
The Holding,tt1582621,89,English,UK,09 Sep 2011,release_countrytt1582621,budget,Thriller,2011,739,Susan Jacobson,649,null,8530,null,8530,null,8530,null,8530,352801,87,45,N/A,5
Lured Innocence,tt0122161,99,English,USA,12 Feb 2000,release_countrytt0122161,budget,Drama| Thriller,2000,261,Kikuo Kawasaki,0,null,8530,null,8530,null,8530,null,8530,0,0,0,Artisan Entertainment,5
Project: Metalbeast,tt0114193,92,English,USA,01 Jan 1995,release_countrytt0114193,budget,Horror| Sci-Fi,1995,554,Alessandro De Gaetano,509,null,8530,null,8530,null,8530,null,8530,0,0,0,Blue Ridge Entertainment,5
Buffering,tt1715322,80,English,UK,N/A,release_countrytt1715322,budget,Comedy,2011,409,Darren Flaxstone| Christian Martin,613475,null,8530,null,8530,null,8530,null,8530,204749,106,42,N/A,5
R.T.T.,tt1345507,88,French| English| Spanish,France,09 Dec 2009,release_countrytt1345507,budget,Comedy| Romance,2009,746,Frédéric Berthe,5468,null,8530,null,8530,null,8530,null,8530,0,0,0,Studio Canal,5
Chain of Command,tt0207377,96,English,USA,22 Jul 2000,release_countrytt0207377,budget,Action| Adventure| Thriller,2000,742,John Terlesky,93,null,8530,null,8530,null,8530,null,8530,754,6,0,Studio Home Entertainment,5
Mama I Want to Sing,tt0880569,100,English,USA,14 Feb 2012,release_countrytt0880569,budget,Musical,2011,266,Charles Randolph-Wright,81,null,8530,null,8530,null,8530,null,8530,0,0,0,Bigger Picture,5
The Speed of Thought,tt0847825,93,English,USA,12 Apr 2011,release_countrytt0847825,budget,Sci-Fi| Thriller,2011,1418,Evan Oppenheimer,0,null,8530,null,8530,null,8530,null,8530,326642,68,75,N/A,5
Haphead,tt4388964,70,English,Canada,22 Jan 2015,release_countrytt4388964,budget,Sci-Fi,2015,146,Tate Young,1971,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
For Better or Worse,tt0116332,105,English,USA,19 Mar 1995,release_countrytt0116332,budget,Action| Comedy| Drama,1995,411,Jason Alexander,17409,null,8530,null,8530,null,8530,null,8530,178835,486,24,N/A,5
Where Is Good?,tt4723246,129,English,USA,19 May 2015,release_countrytt4723246,budget,Drama,2015,51,Ricky Burchell,0,null,8530,null,8530,null,8530,null,8530,0,0,0,B4 Entertainment,5
Safari,tt2427836,78,English,South Africa,15 Feb 2014,release_countrytt2427836,budget,Thriller,2013,105,Darrell Roodt,415,null,8530,null,8530,null,8530,null,8530,1464398,9081,550,N/A,5
And Now a Word from Our Sponsor,tt2094762,87,English,Canada,10 May 2013,release_countrytt2094762,budget,Comedy| Drama,2013,775,Zack Bernbaum,0,null,8530,null,8530,null,8530,null,8530,139536,327,47,Paladin Films,5
Toilet,tt1603933,109,English,Japan,28 Aug 2010,release_countrytt1603933,budget,Drama,2010,473,Naoko Ogigami,109,null,8530,null,8530,null,8530,null,8530,38126848,365133,18654,N/A,6
Misconceptions,tt1172066,95,English,USA,22 Jan 2010,release_countrytt1172066,budget,Comedy| Drama,2008,191,Ron Satlof,57,null,8530,null,8530,null,8530,null,8530,2682,49,0,Regent Releasing/here! Films,5
Deadline,tt1430811,95,English,USA,13 Apr 2012,release_countrytt1430811,budget,Drama| Mystery| Thriller,2012,387,Curt Hahn,22,null,8530,null,8530,null,8530,null,8530,91737,3991,214,Independent Pictures,5
Honor,tt0481544,87,Japanese| English,USA,29 Jul 2006,release_countrytt0481544,budget,Action| Drama,2006,526,David Worth,3710,null,8530,null,8530,null,8530,null,8530,5740036,40041,698,N/A,5
Lucky: No Time for Love,tt0449306,180,Hindi| Russian| English,India,08 Apr 2005,release_countrytt0449306,budget,Musical| Drama| Romance,2005,2568,Radhika Rao| Vinay Sapru,30810,null,8530,null,8530,null,8530,null,8530,0,0,0,Sohail Khan Productions,5
Twisted Love,tt0114751,85,English,USA,08 Aug 1995,release_countrytt0114751,budget,Thriller,1995,105,Eb Lottimer,0,null,8530,null,8530,null,8530,null,8530,13297,157,5,Concorde-New Horizons,5
The Soft Kill,tt0111228,94,English,USA,25 Oct 1994,release_countrytt0111228,budget,Mystery| Thriller,1994,178,Eli Cohen,28331,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Blast,tt0361399,92,English,Germany| South Africa| USA,11 Nov 2004,release_countrytt0361399,budget,Action| Comedy| Thriller,2004,1466,Anthony Hickox,233,null,8530,null,8530,null,8530,null,8530,254312,5727,223,Screen Gems Inc.,5
Provocateur,tt0134912,103,English| Korean,Canada| USA,19 May 1998,release_countrytt0134912,budget,Action| Drama| Thriller,1998,268,Jim Donovan,13666,null,8530,null,8530,null,8530,null,8530,41737,77,0,Live Home Video,5
The Gremlin,tt1794998,77,English,USA,N/A,release_countrytt1794998,budget,Comedy| Horror,2007,47,Justin Russell,1225,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Contaminated Man,tt0221885,100,English,USA| UK| Germany| Hungary,17 Dec 2000,release_countrytt0221885,budget,Drama| Thriller,2000,966,Anthony Hickox,233,null,8530,null,8530,null,8530,null,8530,0,0,0,Promark Entertainment Group,5
The Price of Kissing,tt0119941,93,English,USA| Canada,06 Aug 1999,release_countrytt0119941,budget,Drama| Romance,1997,243,Vince DiPersio,0,null,8530,null,8530,null,8530,null,8530,0,0,0,MDP Worldwide Entertainment,5
Octane,tt0490114,112,English,UK,N/A,release_countrytt0490114,budget,Action| Drama| Romance,2007,361,Mark Jay,78944,null,8530,null,8530,null,8530,null,8530,78686,1070,5,LionsGate Entertainment,5
Dead Meat,tt0369359,80,English,Ireland,01 Dec 2004,release_countrytt0369359,budget,Action| Comedy| Horror,2004,2029,Conor McMahon,143,null,8530,null,8530,null,8530,null,8530,7843,17,1,Hart Sharp Video,5
Strike One,tt1965118,102,English,USA,23 Oct 2014,release_countrytt1965118,budget,Action| Crime| Drama,2014,214,David Llauger Meiselman,0,null,8530,null,8530,null,8530,null,8530,78729,178,15,N/A,5
The Mad,tt0848552,83,English,Canada,N/A,release_countrytt0848552,budget,Comedy| Horror| Thriller,2007,1496,John Kalangis,17,null,8530,null,8530,null,8530,null,8530,20690,32,3,235 Films,5
Circle of Lies,tt1852097,82,English,Australia,01 Dec 2012,release_countrytt1852097,budget,Drama,2012,210,Matt Cerwen,0,null,8530,null,8530,null,8530,null,8530,0,160,28,Circle of Lies,5
The Id,tt4858474,87,English,USA,N/A,release_countrytt4858474,budget,Horror| Thriller,2015,123,Thommy Hutson,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Ricochet River,tt0120807,112,English,USA,23 Oct 2001,release_countrytt0120807,budget,Drama,2001,228,Deborah Del Prete,12,null,8530,null,8530,null,8530,null,8530,21503,32,1,LionsGate Entertainment,5
The Rambler,tt2381355,97,English,USA,21 Jan 2013,release_countrytt2381355,budget,Comedy| Drama| Horror,2013,795,Calvin Reeder,0,null,8530,null,8530,null,8530,null,8530,208038,132,64,Anchor Bay Films,5
Bloodsucking Pharaohs in Pittsburgh,tt0101483,89,English,USA,02 May 1991,release_countrytt0101483,budget,Comedy| Horror,1991,455,Dean Tschetter,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Girl,tt0249538,84,English| French,USA| France,13 Aug 2003,release_countrytt0249538,budget,Drama| Mystery| Romance,2000,373,Sande Zeig,21,null,8530,null,8530,null,8530,null,8530,8864436,63384,2949,Artistic License Films,5
Easter Bunny| Kill! Kill!,tt0780506,90,English,USA,04 Aug 2006,release_countrytt0780506,budget,Horror,2006,412,Chad Ferrin,34,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Hum,tt4478526,84,English,USA,02 Mar 2015,release_countrytt4478526,budget,Drama| Thriller,2015,48,F.C. Rabbath,2645,null,8530,null,8530,null,8530,null,8530,229634,1984,43,F.C. Rabbath Creations,5
Lucifer*s Night,tt3786730,86,English,UK,23 Oct 2014,release_countrytt3786730,budget,Horror| Thriller,2014,23,Henry W. Smith,2,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,6
Conceiving Ada,tt0118882,85,English,USA| Germany,19 Feb 1999,release_countrytt0118882,budget,Drama| Fantasy| Sci-Fi,1997,347,Lynn Hershman-Leeson,182,null,8530,null,8530,null,8530,null,8530,0,0,0,Hotwire Productions,5
12 Golden Ducks,tt4409852,84,Cantonese| Mandarin| English| Thai,Hong Kong,19 Feb 2015,release_countrytt4409852,budget,Comedy,2015,219,Matt Chow,4883,null,8530,null,8530,null,8530,null,8530,279466,1456,44,Asia Releasing LLC,5
The Fold,tt2363435,89,English| Bulgarian| Polish,UK,01 Feb 2014,release_countrytt2363435,budget,Drama| Thriller,2013,131,John Jencks,0,null,8530,null,8530,null,8530,null,8530,18693,98,1,N/A,5
Servitude,tt1754478,85,English,Canada,29 Apr 2012,release_countrytt1754478,budget,Comedy,2011,201,Warren P. Sonoda,481,null,8530,null,8530,null,8530,null,8530,15141,41,2,BUCK Productions,5
Last Gasp,tt0113609,93,English,USA| Romania,25 Jul 1995,release_countrytt0113609,budget,Horror| Thriller,1995,366,Scott McGinnis,660,null,8530,null,8530,null,8530,null,8530,29379,20,4,Kushner-Locke Productions,5
