Super,tt1512235,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,96 min,English,USA,10 Jun 2011,release_countrytt1512235,2500000,Comedy| Drama,drug dealer|superhero|tragedy|tragic hero|tragic love,2010,65|676,James Gunn,560212,Rainn Wilson,296739,Ellen Page,2262793,Liv Tyler,2954224,Kevin Bacon,1626711,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Midnight,7
Christmas Mail,tt1663628,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1,89 min,English| Cantonese,USA,12 Dec 2010,release_countrytt1663628,2500000,Comedy| Drama| Family,boss|holiday|letter|north pole|santa,2010,963,John Murlowski,0,Ashley Scott,18814,A.J. Buckley,1401,Lochlyn Munro,935,Rolonda Watts,58969,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Home Video,6
Stung,tt3300572,http://www.imdb.com/title/tt3300572/?ref_=fn_tt_tt_1,87 min,English,Germany| USA,29 Oct 2015,release_countrytt3300572,2500000,Comedy| Horror,catering|monster|one word title|party|wasp,2015,3|797,Benni Diez,359,Matt O*Leary,836,Jessica Cook,74020,Lance Henriksen,93585,Clifton Collins Jr.,21768,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,5
Antibirth,tt3333870,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,94 min,English,Canada| USA,02 Sep 2016,release_countrytt3333870,3500000,Horror,,2016,2|045,Danny Perez,18790,Natasha Lyonne,666750,Chloë Sevigny,32291,Meg Tilly,1232,Mark Webber,678430,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Traverse Media,5
Get on the Bus,tt0116404,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,120 min,English,USA,16 Oct 1996,release_countrytt0116404,2400000,Drama| History,actor|bus|march|million man march|religion,1996,4|311,Spike Lee,762167,Richard Belzer,10574,De*aundre Bonds,2022,Andre Braugher,4567,Thomas Jefferson Byrd,178,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Home Entertainment,7
Thr3e,tt0486028,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,101 min,English,Poland| USA| UK,05 Jan 2007,release_countrytt0486028,2400000,Drama| Horror| Mystery,bound with duct tape|flash forward|number|riddle|stalking,2006,4|161,Robby Henson,28,Marc Blucas,8435,Justine Waddell,715,Laura Jordan,15619,Max Ryan,4055,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,20th Century Fox,6
Idiocracy,tt0387808,http://www.imdb.com/title/tt0387808/?ref_=fn_tt_tt_1,84 min,English,USA,25 Jan 2007,release_countrytt0387808,,Adventure| Comedy| Sci-Fi,experiment|future|hibernation|stupidity|top secret,2006,117|710,Mike Judge,29671,Luke Wilson,35605,Maya Rudolph,65834,Dax Shepard,51376,Terry Crews,8237510,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,20th Century Fox,7
The Rise of the Krays,tt2945796,http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1,110 min,English,UK,02 Feb 2016,release_countrytt2945796,2500000,Crime| Drama,,2015,1|671,Zackary Adler,0,Matt Vael,101,Simon Cotton,3786,Kevin Leslie,2706,Olivia Moyles,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
This Is England,tt0480025,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,101 min,English,UK,27 Apr 2007,release_countrytt0480025,1500000,Crime| Drama,england|racism|racist|skinhead|violence,2006,103|698,Shane Meadows,11201,Thomas Turgoose,4737,Stephen Graham,11968,Jo Hartley,1020,Andrew Shim,625,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC First Take,8
Alien Uprising,tt2040578,http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1,101 min,English,UK,14 Dec 2012,release_countrytt2040578,2500000,Comedy| Horror| Sci-Fi,acronym in title|period in title|title ends with period,2012,2|969,Dominic Burns,0,Bianca Brigitte VanDamme,234139,Sean Brosnan,830,Simon Phillips,22140,Maya Grant,1517,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Phase 4 Films,4
Bathing Beauty,tt0036628,http://www.imdb.com/title/tt0036628/?ref_=fn_tt_tt_1,101 min,English| Spanish| French,USA,01 Jul 1944,release_countrytt0036628,2361000,Comedy| Musical,college|teacher|theatrical producer|tutu|wedding,1944,1|185,George Sidney,3408,Red Skelton,24181,Esther Williams,13873,Basil Rathbone,6925,Bill Goodwin,151,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Metro-Goldwyn-Mayer,7
Go for It!,tt1307926,http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,105 min,English,USA,13 May 2011,release_countrytt1307926,2450000,Drama| Musical,exclamation point in title|imperative in title|punctuation in title|three word title,2011,1|049,Carmen Marron,4211,Aimee Garcia,42637,Al Bandiero,39,Jossara Jinaro,2350,Gina Rodriguez,246072,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lionsgate Films,4
Show Boat,tt0044030,http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1,108 min,English,USA,24 Sep 1951,release_countrytt0044030,2295429,Drama| Family| Musical,gambling|interracial marriage|love|miscegenation|showboat,1951,3|768,George Sidney,3408,Kathryn Grayson,2467,Ava Gardner,236016,Howard Keel,3729,Joe E. Brown,1185,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MGM Home Entertainment,7
Redemption Road,tt1470020,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,95 min,English,USA,17 Apr 2010,release_countrytt1470020,,Drama,death of loved one|loss of father|loss of loved one|musician|singer,2010,452,Mario Van Peebles,11156,Taryn Manning,561468,Luke Perry,28856,Michael Clarke Duncan,637432,Tom Skerritt,9036,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Freestyle Releasing,6
The Calling,tt1666335,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,108 min,English,USA| Canada,05 Aug 2014,release_countrytt1666335,,Thriller,bouquet|house fire|praying|serial killer|tied to a chair,2014,6|695,Jason Stone,133409,Susan Sarandon,1006023,Gil Bellows,1394,Ellen Burstyn,9746,Topher Grace,145349,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Vertical Entertainment,6
The Brave Little Toaster,tt0092695,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,90 min,English,USA| Taiwan| Japan,10 Jul 1987,release_countrytt0092695,2300000,Animation| Adventure| Comedy,journey|obsolescence|radio|toaster|vacuum cleaner,1987,20|809,Jerry Rees,19088,Jon Lovitz,12758,Timothy Stack,6849,Timothy E. Day,11,Thurl Ravenscroft,1307,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Kushner-Locke Productions,8
Fantasia,tt0032455,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,125 min,English,USA,21 Jul 1941,release_countrytt0032455,2280000,Animation| Family| Fantasy,apprentice|classical music|disney|mouse|orchestra,1940,76|301,James Algar| Samuel Armstrong| Ford Beebe Jr.| Norman Ferguson| David Hand| Jim Handley| T. Hee| Wilfred Jackson| Hamilton Luske| Bill Roberts| Paul Satterfield| Ben Sharpsteen,17096739,Leopold Stokowski,4197,Deems Taylor,63,Timothy E. Day,11,Thurl Ravenscroft,1307,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Walt Disney Productions,8
The French Connection,tt0067116,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,104 min,English| French,USA,09 Oct 1971,release_countrytt0067116,1800000,Action| Crime| Drama,crime boss|drug smuggling|heroin|mafia boss|organized crime,1971,89|751,William Friedkin,8791,Gene Hackman,76689,Fernando Rey,47181,Roy Scheider,12370,Tony Lo Bianco,3179,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,20th Century Fox,8
8 Days,tt3111864,http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1,90 min,English,USA,N/A,release_countrytt3111864,2500000,Drama| Thriller,,2014,49,Jaco Booyens,0,Nicole Smolen,1279,Sebastian Aguilar,1996,Cameron Allsup,181,Ivette Alvarez,223,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,7
Friday the 13th Part III,tt0083972,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,95 min,English,USA,13 Aug 1982,release_countrytt0083972,4000000,Horror| Thriller,defecation|hockey mask|jason voorhees|lake|serial killer,1982,35|600,Steve Miner,18186,Terry Ballard,16,Richard Brooker,803,Gloria Charles,482,Rachel Howard,773,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Home Video,6
Friday the 13th: A New Beginning,tt0089173,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,92 min,English,USA,22 Mar 1985,release_countrytt0089173,2200000,Horror| Mystery| Thriller,jason voorhees|murder|new jersey|nightmare|teenager,1985,25|003,Danny Steinmann,200,Anthony Barrile,45,Suzanne Bateman,0,Dominick Brascia,2,Todd Bryant,336,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Pictures,5
The Last Sin Eater,tt0810928,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,117 min,English,USA,09 Feb 2007,release_countrytt0810928,2200000,Drama,1850s|christian film|dark secret|funeral|sin eater,2007,1|630,Michael Landon Jr.,2987,Louise Fletcher,4200,Henry Thomas,93615,Liana Liberato,42972,Soren Fulton,14,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fox Faith Films,6
Do You Believe?,tt4056738,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,120 min,English,USA,20 Mar 2015,release_countrytt4056738,2300000,Drama,belief|faith|pastor|question in title|three word title,2015,5|718,Jon Gunn,1677,Senyo Amoaku,0,Sean Astin,325765,Brian Bosworth,13281,Valerie Domínguez,13981,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Freestyle Releasing,7
Impact Point,tt1086841,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,90 min,English,USA,17 Jul 2008,release_countrytt1086841,2200000,Thriller,championship|hit and run|police|police investigation|volleyball,2008,1|177,Hayley Cloake,0,Brian Austin Green,182793,Melissa Keller,1181,Kayla Ewell,23269,Joe Manganiello,594144,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Home Entertainment,5
The Valley of Decision,tt0038213,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,119 min,English,USA,01 Jun 1945,release_countrytt0038213,2160000,Drama,immigrant|maid|steel mill|strike|union,1945,1|381,Tay Garnett,52,Greer Garson,5501,Gregory Peck,64046,Donald Crisp,198,Lionel Barrymore,3338,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Home Video,8
Eden,tt3032282,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,90 min,English,Spain| USA| Malaysia,18 Sep 2015,release_countrytt3032282,,Drama| Thriller,flare gun|island|plane crash|soccer team|stranded,2014,2|090,Shyam Madiraju,0,James Remar,7263,Mario Casas,7380331,Diego Boneta,910444,Jessica Lowndes,216431,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Vertical Entertainment,5
Chicken Tikka Masala,tt0449000,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,90 min,English| Hindi,UK| India,22 Apr 2005,release_countrytt0449000,1200000,Comedy| Drama| Romance,acceptance|coming out to family|gay|large family|wedding,2005,494,Harmage Singh Kalirai,0,Chris Bisson,235,Saeed Jaffrey,16833,Sally Bankes,103,Peter Ash,3108,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,TLA Releasing,6
Always Woodstock,tt1995477,http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1,97 min,English,USA,14 Nov 2014,release_countrytt1995477,2400000,Comedy| Music| Romance,claim in title|contraction in title|new york|new york city|woodstock,2014,564,Rita Merson,0,Allison Miller,5715,James Wolk,6115,Rumer Willis,39396,Jason Ritter,149778,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Gravitas Ventures,6
Jack Brooks: Monster Slayer,tt0816539,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,85 min,English,Canada,19 Nov 2008,release_countrytt0816539,2500000,Action| Comedy| Horror,cult film|demon|monster slayer|uncle|vomiting,2007,5|414,Jon Knautz,242,Robert Englund,96353,Trevor Matthews,807,Daniel Kash,312,David Fox,2522945,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Anchor Bay Entertainment,6
The Best Years of Our Lives,tt0036868,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,170 min,English,USA,17 Jun 1947,release_countrytt0036868,2100000,Drama| Romance| War,love|pity|readjusting to civilian life|veteran|world war two veteran,1946,44|465,William Wyler,5631,Myrna Loy,11571,Fredric March,2147,Dana Andrews,9932,Teresa Wright,1217,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,RKO Radio Pictures,9
Bully,tt0242193,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,108 min,English,USA| France| UK,12 Dec 2001,release_countrytt0242193,,Biography| Crime| Drama,cruelty|friend|male frontal nudity|male nudity|pubic hair,2001,30|754,Larry Clark,50184,Brad Renfro,4732,Bijou Phillips,3817,Rachel Miner,5825,Nick Stahl,951888,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lions Gate Films,7
Elling,tt0279064,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,89 min,Norwegian,Norway,16 Mar 2001,release_countrytt0279064,15500000,Comedy| Drama,friendship|mental illness|poet|sex obsession|virgin,2001,12|823,Petter Næss,147,Per Christian Ellefsen,87,Sven Nordin,14436,Marit Pia Jacobsen,4,Jørgen Langhelle,119,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,First Look Pictures,8
Mi America,tt2460506,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,90 min,English| Spanish,USA,16 Oct 2015,release_countrytt2460506,2100000,Crime| Drama,,2015,33,Robert Fontaine,7858,Robert Fontaine,7858,Michael Brainard,109,Grant Boyd,233,Michael Derek,4435,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,7
[Rec],tt1038988,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,78 min,Spanish| Japanese,Spain,23 Nov 2007,release_countrytt1038988,1500000,Horror| Mystery| Thriller,apartment building|character`s point of view camera shot|fire station|subjective camera|television reporter,2007,140|668,Jaume Balagueró| Paco Plaza,312466,Manuela Velasco,28897,Ferran Terraza,80,Jorge-Yamam Serrano,0,Pablo Rosso,905,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Odeon Sky Filmworks,8
Lies in Plain Sight,tt1675312,http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1,89 min,English,USA,03 Oct 2010,release_countrytt1675312,2100000,Drama,,2010,564,Patricia Cardoso,5517,Martha Higareda,584552,Chad Michael Murray,343646,Yul Vazquez,1734,Benito Martinez,845,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Entertainment,7
Sharkskin,tt2317796,http://www.imdb.com/title/tt2317796/?ref_=fn_tt_tt_1,100 min,English| Italian,USA,N/A,release_countrytt2317796,2100000,Comedy| Drama| Mystery,,2015,11,Dan Perri,167,John Aprea,260,David Proval,718,Robert Costanzo,189,Don Calfa,1303,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,8
Containment,tt3561236,http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1,77 min,English,UK,01 Aug 2015,release_countrytt3561236,,Horror| Sci-Fi| Thriller,hazmat suit,2015,1|652,Neil Mcenery-West,0,Louise Brealey,8325,Billy Postlethwaite,0,Pippa Nixon,474,Lee Ross,29600,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
The Timber,tt2215673,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,81 min,English,USA,27 Feb 2015,release_countrytt2215673,2100000,Adventure| Drama| Western,,2015,1|475,Anthony O*Brien,1664,James Ransone,765,Elisa Lasowski,23,Mark Caven,605346,William Gaunt,3097,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Ana Media,6
From Russia with Love,tt0057076,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,115 min,English| Russian| Turkish| Romany,UK,27 May 1964,release_countrytt0057076,2000000,Action| Adventure| Thriller,assassin|british agent|british secret service|decoder|russian,1963,96|146,Terence Young,261141,Sean Connery,1299691,Daniela Bianchi,4976,Pedro ArmendAriz,2161,Lotte Lenya,2085,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,United Artists,8
The Toxic Avenger Part II,tt0098503,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,102 min,English| Japanese| Russian,USA,24 Feb 1989,release_countrytt0098503,2300000,Action| Comedy| Horror,bare breasts|japan|tokyo japan|toxic avenger|troma,1989,5|047,Michael Herz| Lloyd Kaufman,951877,Ron Fazio,2,John Altamura,888,Phoebe Legere,4070,Rick Collins,6375,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lorimar Productions,6
Sleeper,tt0070707,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,89 min,English| Yiddish,USA,17 Dec 1973,release_countrytt0070707,2000000,Comedy| Sci-Fi,frozen|future|health food|leader|police,1973,35|298,Woody Allen,1853810,Woody Allen,1853810,Diane Keaton,117588,John Beck,8647,Mary Gregory,1292,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,United Artists,8
It Follows,tt3235888,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,100 min,English,USA,27 Mar 2015,release_countrytt3235888,2000000,Horror| Mystery,ambiguous ending|being followed|sex scene|supernatural|supernatural being,2014,146|514,David Robert Mitchell,177,Bailey Spry,13,Carollette Phillips,0,Loren Bass,20,Keir Gilchrist,5550,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Radius-TWC,7
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,tt0068555,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,88 min,English| Italian,USA,31 Jan 1973,release_countrytt0068555,2000000,Comedy,aphrodisiac|court jester|jester|queen|written and directed by cast member,1972,33|438,Woody Allen,1853810,Woody Allen,1853810,John Carradine,5333,Lou Jacobi,43,Louise Lasser,659,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,United Artists,7
To Kill a Mockingbird,tt0056592,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1,129 min,English,USA,16 Mar 1963,release_countrytt0056592,2000000,Crime| Drama,1930s|alabama|lawyer|six year old|trial,1962,238|059,Robert Mulligan,522,Gregory Peck,64046,John Megna,511,Frank Overton,52,Rosemary Murphy,71,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Universal International Pictur,9
The Road Warrior,tt0082694,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,94 min,English,Australia,21 May 1982,release_countrytt0082694,2000000,Action| Adventure| Sci-Fi,australian|gasoline|post apocalypse|refinery|warrior,1981,143|139,George Miller,21981,Mel Gibson,584487,Bruce Spence,5032,Michael Preston,592,Max Phipps,28183,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Bros. Pictures,8
The Legend of Drunken Master,tt0111512,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,102 min,Cantonese,Hong Kong,20 Oct 2000,release_countrytt0111512,2000000,Action| Comedy,battle|fight|fighting|martial artist|snake,1994,37|085,Chia-Liang Liu,1010,Jackie Chan,64081324,Lung Ti,420765,Anita Mui,110850,Felix Wong,29565,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Dimension Films,8
Lolita,tt0056193,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,153 min,English| French| Spanish| German,UK| USA,01 Sep 1962,release_countrytt0056193,2000000,Crime| Drama| Romance,lolita|nymphet|older man young girl relationship|professor|writer,1962,73|863,Stanley Kubrick,2029415,James Mason,4934,Shelley Winters,4046,Sue Lyon,1218,Gary Cockrell,2,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MGM,8
Boys Don*t Cry,tt0171804,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,118 min,English,USA,31 Mar 2000,release_countrytt0171804,2000000,Biography| Crime| Drama,drinking|female dressed as male|love|nebraska|transgender,1999,81|641,Kimberly Peirce,378,Hilary Swank,92019,Chloë Sevigny,32291,Peter Sarsgaard,7547,Brendan Sexton III,2117,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Twentieth Century Fox,8
Silent House,tt1767382,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,86 min,English,France| USA,09 Mar 2012,release_countrytt1767382,2000000,Drama| Horror| Mystery,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,2011,19|538,Chris Kentis| Laura Lau,6504400,Elizabeth Olsen,305472,Adam Trese,145,Eric Sheffer Stevens,4123,Julia Chan,24666,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Open Road Films,6
The Lives of Others,tt0405094,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,137 min,German,Germany,30 Mar 2007,release_countrytt0405094,2000000,Drama| Thriller,east germany|police|secret police|stasi|writer,2006,284|431,Florian Henckel von Donnersmarck,857,Martina Gedeck,6123,Ulrich Mühe,2016,Sebastian Koch,9948,Ulrich Tukur,1609,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Classics,9
Courageous,tt1630036,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,129 min,English,USA,30 Sep 2011,release_countrytt1630036,2000000,Drama,faith|fatherhood|integrity|police|responsibility,2011,16|399,Alex Kendrick,10171,Ken Bevel,2423,Alex Kendrick,10171,Kevin Downes,177223,Renee Jewell,5282,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures,7
The Hustler,tt0054997,http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1,134 min,English,USA,27 Oct 1961,release_countrytt0054997,2000000,Drama| Sport,drink|manager|money|partner|pool hall,1961,66|336,Robert Rossen,542,Paul Newman,99242,Jackie Gleason,68358,Piper Laurie,1566,George C. Scott,7859,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fox,8
Boom Town,tt0032273,http://www.imdb.com/title/tt0032273/?ref_=fn_tt_tt_1,119 min,English,USA,30 Aug 1940,release_countrytt0032273,1614000,Adventure| Drama| Romance,oil|oil field|oil tycoon|partnership|wildcatter,1940,2|433,Jack Conway,15694,Clark Gable,54466,Spencer Tracy,20841,Claudette Colbert,7952,Hedy Lamarr,19651,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,WARNER BROTHERS PICTURES,8
The Triplets of Belleville,tt0286244,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,78 min,French| Portuguese| English,France| Belgium| Canada| UK| Latvia| USA,13 Feb 2004,release_countrytt0286244,9500000,Animation| Comedy| Drama,belleville|dog|mafia|tour de france|very little dialogue,2003,44|750,Sylvain Chomet,4314,Jean-Claude Donda,0,Dirk Denoyelle,245,Monica Viegas,276,Graziellia de Villa,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,8
Smoke Signals,tt0120321,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,89 min,English,Canada| USA,26 Jun 1998,release_countrytt0120321,2000000,Comedy| Drama,family abandonment|fire|loss of father|native american protagonist|native american reservation,1998,8|535,Chris Eyre,4419,Adam Beach,49970,Evan Adams,1440,Irene Bedard,15839,Gary Farmer,2855,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Miramax Films,8
American Splendor,tt0305206,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1,101 min,English,USA,12 Sep 2003,release_countrytt0305206,,Biography| Comedy| Drama,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,2003,43|550,Shari Springer Berman| Robert Pulcini,49606,Chris Ambrose,93,Joey Krajcar,0,Josh Hutcherson,8126390,Cameron Carter,97,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fine Line Features,8
Before Sunset,tt0381681,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,80 min,English| French,USA,30 Jul 2004,release_countrytt0381681,2700000,Drama| Romance,book|bookstore|love|simultaneity|train,2004,183|026,Richard Linklater,34428,Ethan Hawke,671490,Julie Delpy,23802,Vernon Dobtcheff,144,Louise Lemoine Torrès,184,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Independent Pictures,8
Amores Perros,tt0245712,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,154 min,Spanish,Mexico,13 Apr 2001,release_countrytt0245712,2000000,Drama| Thriller,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,2000,187|681,Alejandro GonzAlez IñArritu,1170,Emilio Echevarría,120,Gael García Bernal,78538,Goya Toledo,3344,Alvaro Guerrero,1758,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lions Gate Films,9
Thirteen,tt0328538,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,100 min,English| Spanish| Portuguese,USA,19 Sep 2003,release_countrytt0328538,1500000,Drama,13 year olds|adolescence|friend|peer pressure|teacher,2003,72|175,Catherine Hardwicke,15179,Nikki Reed,1205932,Evan Rachel Wood,76643,Vanessa Hudgens,15350242,Holly Hunter,14101,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fox Searchlight Pictures,7
Gentleman*s Agreement,tt0039416,http://www.imdb.com/title/tt0039416/?ref_=fn_tt_tt_1,118 min,English,USA,01 Feb 1948,release_countrytt0039416,2000000,Drama| Romance,bigotry|jewish|prejudice|racism|writer,1947,12|007,Elia Kazan,20205,Gregory Peck,64046,Dorothy McGuire,501,John Garfield,52325,Celeste Holm,1362,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Twentieth Century Fox Home Entertainment,8
Winter*s Bone,tt1399683,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,100 min,English,USA,16 Jul 2010,release_countrytt1399683,2000000,Drama,bail|crystal meth|family relationships|female protagonist|search for father,2010,118|441,Debra Granik,1025,Jennifer Lawrence,16560356,Isaiah Stone,306,Ashlee Thompson,1264,Valerie Richards,377,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Roadside Attractions,8
Touching the Void,tt0379557,http://www.imdb.com/title/tt0379557/?ref_=fn_tt_tt_1,106 min,English,UK| USA,12 Mar 2004,release_countrytt0379557,,Documentary| Adventure| Drama,bone|climbing|crevasse|partner|rope,2003,28|821,Kevin Macdonald,1397,Brendan Mackey,414,Nicholas Aaron,631,Richard Hawking,270,Joe Simpson,65635758,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,9
Alexander*s Ragtime Band,tt0029852,http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1,106 min,English,USA,16 Aug 1938,release_countrytt0029852,2000000,Drama| Musical| Romance,band|dance|ragtime|singer|violinist,1938,1|503,Henry King,4658,Tyrone Power,7271,Alice Faye,2335,Don Ameche,1185,Ethel Merman,5196,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,20th Century Fox Film Corporation,7
